hour,consumption,I,temperature
1,531.38,0,22.7
2,524.77,0,22.7
3,563.46,0,22.8
4,506.28,0,22.8
5,542.58,0,22.8
6,588.2,0,22.9
7,603.97,0,23.1
8,633.99,33.2315,23.5
9,608.88,202.289,24.2
10,620.18,377.901,24.8
11,617.58,124.45,25.3
12,623.52,475.2,25.6
13,553.4,369.042,25.7
14,523.02,193.445,25.7
15,525.29,165.812,25.5
16,529.7,83.6,25.3
17,511.5,172.225,24.9
18,516.63,17.4465,24.5
19,511.42,0,24.4
20,500.8,0,24.3
21,503.63,0,24.2
22,494.11,0,24.1
23,502.97,0,24.1
24,488.34,0,24
25,497.81,0,24
26,532.79,0,23.9
27,501.31,0,23.9
28,529.55,0,23.8
29,523.1,0,23.7
30,675.53,0,23.6
31,686.99,0,23.7
32,684.66,34.1904,24.3
33,686.98,205.065,25
34,668.24,380.134,25.5
35,686.54,519.82,26
36,718.85,422.547,26.2
37,622.47,207.727,26.4
38,623.76,193.446,26.4
39,613.75,296.891,26.3
40,577.73,347.366,26
41,572.7,117.757,25.5
42,522.44,17.2992,25
43,537.46,0,24.7
44,523.26,0,24.5
45,508.2,0,24.4
46,517.42,0,24.4
47,498.13,0,24.3
48,528.69,0,24.3
49,512.65,0,24.3
50,515.23,0,24.2
51,552.16,0,24.2
52,516.52,0,24.2
53,589.27,0,24.2
54,643.08,0,24.3
55,763.27,0,24.6
56,780.24,32.8003,25.1
57,764.81,203.018,25.7
58,813.52,114.95,26
59,764.84,250.162,26.3
60,777.85,614.3,26.4
61,789.22,462.441,26.5
62,790.34,527.2,26.6
63,820.57,425.885,26.5
64,773.29,359.692,26.3
65,735.37,101.03,26
66,744.16,13.3,25.7
67,723.25,0,25.6
68,719.4,0,25.5
69,668.31,0,25.4
70,668.49,0,25.3
71,689.14,0,25.3
72,655.37,0,25.2
73,623.33,0,25.2
74,565.79,0,25.1
75,499.28,0,25
76,523.2,0,24.9
77,516.74,0,24.8
78,620.7,0,24.7
79,656.92,0,24.8
80,706.33,18.0175,25.2
81,753.64,106.684,25.7
82,740.72,283.869,26
83,751.48,241.811,26.3
84,765.02,530.559,26.5
85,697.64,175.75,26.6
86,724.8,389.078,26.7
87,797.16,327.919,26.6
88,779.42,288.153,26.4
89,787.46,134.381,26
90,749.12,14.25,25.4
91,731.12,0,25.2
92,746.91,0,25
93,722.82,0,24.8
94,697.04,0,24.7
95,721.9,0,24.6
96,698.97,0,24.6
97,655.92,0,24.5
98,636.36,0,24.5
99,575.58,0,24.4
100,576.47,0,24.3
101,580.04,0,24.2
102,665.06,0,24.1
103,748.44,0,24.2
104,725.21,34.8872,24.7
105,750.66,170.267,25.3
106,777.58,393.45,25.8
107,794.41,470.036,26.3
108,911.97,629.254,26.7
109,829.64,655.571,27
110,883.77,628.744,27.1
111,911.51,527.951,27.1
112,891.73,376.425,26.8
113,868.67,191.859,26
114,872.17,23.2185,25.2
115,794.27,0,24.8
116,846.67,0,24.1
117,805.5,0,23.9
118,789.04,0,23.8
119,783.91,0,23.7
120,755.57,0,23.7
121,735.54,0,23.7
122,656.71,0,23.6
123,635.01,0,23.5
124,622.1,0,23.4
125,635.59,0,23.3
126,703.08,0,23.3
127,767.76,0,23.4
128,760.34,32.8886,24.1
129,772.37,204.107,24.9
130,746.33,381.111,25.4
131,737.21,522.043,25.9
132,807.64,608.572,26.3
133,746.33,633.456,26.5
134,784.07,573.928,26.6
135,800.58,262.623,26.6
136,813.37,213.97,26.4
137,753.32,173.916,26
138,770.19,11.4,25.5
139,756.83,0,25.3
140,747.62,0,24.9
141,712.58,0,24.6
142,703.91,0,24.3
143,689.9,0,24.1
144,730.97,0,23.9
145,645.57,0,23.8
146,619.36,0,23.7
147,570.98,0,23.6
148,570.47,0,23.4
149,582.47,0,23.1
150,659.41,0,22.8
151,668.43,0,22.6
152,680.52,28.1777,22.6
153,725.4,194.003,22.7
154,701.32,370.695,23.1
155,721.82,515.763,23.8
156,721.35,606.311,24.4
157,695.28,466.087,24.9
158,660.79,117.455,25.2
159,625.65,254.162,25.4
160,627.58,35.15,25.4
161,602.92,85.7155,25
162,570.45,4.75,24.3
163,549.28,0,24
164,505.18,0,22.7
165,534.63,0,21.8
166,504.31,0,21
167,520.65,0,20.3
168,528.55,0,19.6
169,499.41,0,19
170,554,0,18.3
171,552.65,0,17.6
172,525.44,0,17
173,526.94,0,16.5
174,560.98,0,16.2
175,649.14,0,15.9
176,640.05,32.242,16.2
177,637.43,210.867,17
178,674.87,400.005,18.3
179,618.45,553.776,19.5
180,642.16,652.689,20.3
181,621.77,682.59,20.9
182,594.91,646.219,21.2
183,617.49,547.594,21.2
184,587.52,391.283,21.1
185,617.31,200.857,20.9
186,555.24,24.6514,20.8
187,557.43,0,20.8
188,529.05,0,20.8
189,508.7,0,20.9
190,506.93,0,20.9
191,507.89,0,20.9
192,494.64,0,20.9
193,518.56,0,20.9
194,504.72,0,20.9
195,507.78,0,20.9
196,518.91,0,20.9
197,535.62,0,21
198,634.83,0,21.1
199,719.73,0,21.3
200,777.71,32.075,21.9
201,770.3,207.483,22.7
202,836.04,392.781,23.2
203,819.64,299.003,23.5
204,874.27,470.348,23.7
205,833.95,679.811,23.7
206,871.71,652.608,23.7
207,831.8,553.051,23.6
208,839.46,398.344,23.5
209,798.72,42.75,23.3
210,808.72,28.4621,23.1
211,778.28,0,23
212,808.23,0,22.7
213,746.54,0,22.5
214,708.99,0,22
215,745.9,0,21.4
216,705.86,0,20.8
217,661.04,0,20.2
218,567.56,0,19.6
219,590.04,0,19
220,559.7,0,18.5
221,593.9,0,18.1
222,702.82,0,17.9
223,753.69,0,17.7
224,769.8,14.25,17.9
225,753.4,48.45,18.5
226,813.74,170.2,19.7
227,759.56,389.136,21.1
228,828.64,646.118,22.4
229,780.57,677.308,23.3
230,808.3,144.4,23.8
231,857.22,368.807,24
232,799.58,104.5,23.9
233,821.27,75.2909,23.5
234,794.64,11.4,23
235,768.02,0,22.8
236,782.16,0,22.6
237,773.31,0,22.5
238,725.41,0,22.4
239,726.85,0,22.3
240,736.16,0,22.2
241,656.04,0,22.3
242,589.97,0,22.3
243,586.37,0,22.3
244,573.97,0,22.3
245,593.67,0,22.3
246,688.61,0,22.4
247,767.66,0,22.6
248,778.82,16.15,23.2
249,804.75,205.12,23.9
250,850.28,295.185,24.4
251,832.02,544.191,24.7
252,861.5,250.13,24.8
253,818.26,396.151,24.8
254,813.74,637.968,24.7
255,877.08,540.6,24.4
256,857.84,205.349,24.3
257,803.01,137.432,24.1
258,800.8,17.0512,24
259,807.38,0,24
260,805.92,0,24
261,796.23,0,24
262,743.38,0,24
263,840.76,0,23.9
264,738.4,0,23.8
265,700.86,0,23.7
266,651.61,0,23.7
267,569.62,0,23.7
268,601.2,0,23.6
269,589.54,0,23.7
270,686.6,0,23.7
271,787.76,0,23.8
272,766.39,19.8274,24
273,815.53,211.175,24.3
274,813.34,91.2,24.5
275,773.33,152.95,24.7
276,894.05,501.159,24.7
277,845.08,516.349,24.6
278,845.29,405.303,24.5
279,927.72,244.355,24.4
280,959.8,57,24.3
281,897.02,212.794,24
282,841.26,33.4928,23.8
283,796.09,0,23.8
284,791.66,0,23.8
285,798.05,0,23.8
286,762.21,0,23.7
287,775.92,0,23.6
288,755.66,0,23.5
289,715.4,0,23.5
290,623.93,0,23.4
291,638.65,0,23.4
292,606.03,0,23.3
293,619.17,0,23.1
294,673.42,0,22.9
295,815.47,0,22.8
296,888.72,33.1652,23
297,798.04,149.858,23.4
298,864.96,171.162,24
299,840.1,548.844,24.5
300,914.96,644.958,24.8
301,812.68,506.626,25
302,831.34,648.771,25
303,869.04,552.695,24.9
304,796.76,400.792,24.8
305,813.25,111.445,24.5
306,831.49,34.2194,24.2
307,737.41,0,24.1
308,775.9,0,24
309,717.86,0,23.8
310,716.65,0,23.4
311,747.66,0,23.1
312,750.31,0,22.9
313,710.89,0,22.6
314,631.28,0,22.5
315,549.97,0,22.4
316,626.56,0,22.2
317,566.72,0,22
318,679.61,0,21.8
319,719.11,0,21.7
320,786.81,12.35,22
321,782.98,212.315,22.5
322,777.37,287.233,23.2
323,706.16,549.73,23.9
324,723.3,164.35,24.3
325,759.09,379.792,24.7
326,668.88,419.247,24.9
327,669.76,111.15,24.9
328,625.25,186.56,24.8
329,612.39,159.285,24.3
330,620.02,37.3402,23.7
331,642.95,0,23.5
332,605.32,0,22.8
333,647.25,0,22.3
334,584.85,0,21.9
335,559.46,0,21.6
336,578.14,0,21.3
337,537.06,0,21.1
338,575.88,0,20.9
339,603.95,0,20.7
340,568.87,0,20.4
341,600.89,0,20.1
342,715.55,0,19.9
343,678.03,0,19.9
344,735.55,11.4,20.2
345,719.06,71.25,21
346,712.99,114.95,22.1
347,640.3,141.55,23
348,685.31,155.8,23.6
349,640,490.213,24
350,640.52,440.538,24.1
351,632.68,416.489,24.1
352,585.91,202.289,24.1
353,570.87,61.75,23.8
354,550.73,36.5592,23.5
355,498.49,0,23.3
356,540.44,0,23
357,518.54,0,22.7
358,534.09,0,22.3
359,554.7,0,21.9
360,504.31,0,21.4
361,554.9,0,21.1
362,540.94,0,20.8
363,524.67,0,20.4
364,526.44,0,20.1
365,548.05,0,19.7
366,679.56,0,19.4
367,703.4,0,19.2
368,770.06,34.1113,19.2
369,799.54,213.225,19.4
370,734.93,336.312,19.9
371,689.69,431.638,20.6
372,824.81,345.897,21.4
373,679.39,117.8,21.8
374,666.4,652.732,21.9
375,603.24,392.065,21.8
376,641.49,79.8,21.5
377,601.67,150.894,21.1
378,578.56,39.8723,20.7
379,569.14,0,20.5
380,612.94,0,20
381,629.33,0,19.7
382,607.73,0,19.3
383,558.52,0,19
384,570.69,0,18.6
385,539.4,0,18.3
386,563.08,0,18.2
387,552.34,0,18.1
388,549.09,0,18
389,584.62,0,17.9
390,652.9,0,17.9
391,715.63,0,18.2
392,785.95,35.6211,19
393,829.83,218.826,20.2
394,778.31,406.446,21.4
395,737.55,560.613,22.3
396,831.8,406.232,22.8
397,832.97,694.498,23.1
398,768.84,530.936,23.2
399,864.73,500.411,23.2
400,825.61,243.695,23
401,755.05,168.839,22.4
402,782.73,43.9821,21.8
403,751.17,0,21.6
404,760.65,0,21.5
405,744.26,0,21.5
406,709.84,0,21.5
407,780.96,0,21.5
408,710.79,0,21.5
409,693.35,0,21.6
410,609.33,0,21.6
411,597.22,0,21.7
412,564.93,0,21.7
413,594.41,0,21.6
414,682.07,0,21.4
415,806.66,0,21.3
416,808.26,37.5822,21.6
417,822.59,224.836,22.2
418,804.33,413.99,22.8
419,773.18,568.43,23.3
420,769.75,486.59,23.6
421,788.04,631.721,23.8
422,845.46,518.669,24
423,820.64,361.646,24.1
424,835.52,261.252,24
425,803.26,154.659,23.5
426,837.8,31.1809,22.7
427,791.06,0,22.4
428,773.77,0,21.5
429,763.19,0,21
430,714.1,0,20.5
431,713.9,0,20
432,757.41,0,19.5
433,697.95,0,19.1
434,623.26,0,18.6
435,571.64,0,18.2
436,559.23,0,17.7
437,561.92,0,17.3
438,684.3,0,17.1
439,706.06,0,17.1
440,775.99,33.9932,17.6
441,791.87,214.823,18.6
442,795.86,402.273,19.5
443,773.91,555.011,20.4
444,875.88,653.653,21.2
445,817.75,689.946,21.7
446,833.89,663.098,22.1
447,864.96,425.434,22.3
448,818.4,418.077,22.2
449,822.73,230.666,21.7
450,812.72,46.5514,21.2
451,799.45,0,21
452,845.04,0,20.9
453,813.7,0,20.7
454,753.93,0,20.8
455,832.1,0,20.8
456,747.77,0,20.7
457,712.83,0,20.7
458,646.22,0,20.7
459,571.03,0,20.7
460,585.33,0,20.7
461,587.41,0,20.7
462,704.7,0,20.8
463,770.92,0,20.9
464,807.22,27.431,21.4
465,776.44,172.436,22
466,822.45,410.637,22.4
467,793.54,563.153,22.7
468,848.52,527.379,22.8
469,826.33,693.845,22.9
470,891.83,661.463,22.8
471,869.43,378.861,22.8
472,863.55,161.417,22.7
473,852.99,185.124,22.3
474,847.33,46.3127,22
475,795.02,0,21.9
476,766.07,0,21.8
477,772.07,0,21.9
478,756.99,0,21.9
479,768.71,0,21.8
480,752.87,0,21.8
481,673.18,0,21.8
482,645.34,0,21.8
483,596.95,0,21.8
484,558.91,0,21.9
485,601.37,0,22
486,706.9,0,21.9
487,722.34,0,21.8
488,736.57,33.6792,21.9
489,676.94,212.231,22.6
490,714.87,399.536,23.4
491,728.84,551.659,24.1
492,764.43,489.283,24.6
493,748.63,522.396,24.9
494,683.93,405.907,25.1
495,688.7,566.017,25.1
496,680.18,418.48,24.9
497,653.49,233.788,24.4
498,670.86,50.3805,23.7
499,654.67,0,23.5
500,638.11,0,23.2
501,647.83,0,23
502,568.07,0,22.8
503,574.38,0,22.6
504,519.33,0,22.4
505,567.77,0,22.3
506,536.42,0,22.2
507,535.86,0,22.1
508,555.97,0,22.1
509,563.82,0,22.1
510,624.34,0,22.1
511,715.2,0,22.3
512,673.51,33.285,23.1
513,668.22,208.824,23.9
514,672.57,392.988,24.3
515,660.43,542.807,24.7
516,669.59,260.312,24.9
517,623.91,420.037,25
518,658.82,338.548,24.9
519,657.28,561.18,24.6
520,624.03,413.65,24.3
521,601.96,228.506,23.8
522,615.1,47.701,23.4
523,567.04,0,23.2
524,612.7,0,23
525,571.54,0,22.9
526,601.66,0,22.8
527,545.01,0,22.7
528,538.46,0,22.6
529,494.26,0,22.5
530,479.95,0,22.4
531,535.86,0,22.3
532,504.7,0,22.2
533,527.08,0,22.1
534,661.96,0,22.1
535,733.26,0,22.3
536,803.54,20.8166,22.9
537,842.15,201.259,23.6
538,834.53,83.6,24
539,836.39,234.027,24.3
540,808.24,330.779,24.5
541,804.67,682.141,24.4
542,828.01,453.602,24.2
543,842.81,561.265,24.1
544,833.87,287.611,24.1
545,806.79,149.238,23.8
546,814.35,50.1184,23.5
547,802.74,0,23.3
548,787.24,0,23.3
549,793.41,0,23.3
550,721.55,0,23.3
551,774.75,0,23.3
552,752.31,0,23.4
553,661.1,0,23.4
554,631.79,0,23.5
555,550.74,0,23.5
556,567.51,0,23.5
557,587.18,0,23.5
558,666.89,0,23.6
559,759.83,0,23.7
560,758.76,40.917,23.9
561,759.64,234.158,24.2
562,784.14,432.679,24.6
563,781.87,589.579,24.7
564,820.46,690.989,24.3
565,790.73,722.667,23.5
566,803.54,689.176,22.6
567,867.64,588.798,21.9
568,839.61,431.904,21.5
569,829.13,239.803,21.2
570,832.12,52.2428,20.8
571,774.5,0,20.6
572,782.72,0,19.7
573,779.41,0,19
574,726.06,0,18.2
575,770.23,0,17.3
576,759.4,0,16.5
577,712.7,0,15.9
578,661.23,0,15.3
579,565.69,0,14.9
580,593.78,0,14.4
581,581.74,0,14
582,710.05,0,13.6
583,794.34,0,13.4
584,788.53,43.7419,13.7
585,793.05,240.725,14.3
586,838.8,439.114,15.1
587,805.24,597.452,16.1
588,864.71,702.232,17
589,854.39,740.417,17.7
590,857.77,708.128,18.2
591,910.36,612.316,18.5
592,868.53,458.672,18.5
593,897.16,264.387,18.3
594,885.22,64.8251,18
595,842.38,0,17.8
596,765.62,0,17.7
597,795.78,0,17.5
598,808.9,0,17.4
599,789.96,0,17
600,803.59,0,16.7
601,759.69,0,16.5
602,667.86,0,16.4
603,615.38,0,16.4
604,604.84,0,16.7
605,620.76,0,17.3
606,746.73,0,18
607,795.67,0,18.8
608,858.89,40.7022,19.7
609,825.26,230.927,20.6
610,868.84,191.039,21.5
611,800.85,580.841,22.3
612,807.81,684.273,22.6
613,855.3,719.863,22.8
614,877.63,679.663,22.8
615,893.48,581.862,22.5
616,828.08,389.92,21.8
617,836.67,245.569,20.9
618,856.24,46.3538,20.1
619,796.58,0,19.7
620,785.6,0,18.9
621,795.9,0,18.3
622,738.15,0,17.8
623,798.94,0,17.3
624,734.81,0,16.9
625,717.8,0,16.5
626,628.52,0,16.1
627,608.31,0,15.7
628,574.54,0,15.3
629,614.26,0,14.9
630,690.99,0,14.6
631,740.32,0,14.5
632,777.63,32.1854,14.9
633,807.66,169.623,15.6
634,816.89,396.991,16.5
635,786.23,568.322,17.4
636,879.48,668.746,18.2
637,788.27,553.191,18.9
638,811.93,627.417,19.4
639,811.15,585.898,19.8
640,764.28,436.767,20
641,810.57,191.414,19.6
642,812.3,60.1287,19
643,782.66,0,18.7
644,770.67,0,18.2
645,771.53,0,17.9
646,715.3,0,17.7
647,755.66,0,17.8
648,724.86,0,17.9
649,705.98,0,17.9
650,606.47,0,17.6
651,610.94,0,17.1
652,603.56,0,16.4
653,592.24,0,15.6
654,672.26,0,14.9
655,721.78,0,14.6
656,700.61,43.3107,14.8
657,773.28,235.296,15.6
658,741.27,430.561,16.5
659,720.84,588.307,17.3
660,786.61,692.449,18
661,682.51,728.348,18.6
662,696.83,691.053,19
663,669.36,594.819,19.2
664,649.41,438.275,19.2
665,676.91,247.014,18.6
666,646.89,58.6475,17.7
667,601.26,0,17.3
668,603.47,0,16.8
669,517.33,0,16.5
670,555.38,0,16.4
671,534.1,0,16.3
672,553.8,0,16.2
673,524.77,0,16.3
674,513.86,0,16.5
675,553.42,0,16.7
676,519.17,0,16.7
677,548.93,0,16.8
678,609.23,0,16.9
679,644.46,0,17.3
680,661.46,10.45,18.3
681,667.15,43.7,19.3
682,641.94,18.05,19.9
683,649.16,123.692,20.4
684,697.99,105.45,20.6
685,668.49,84.55,20.8
686,640.17,107.35,20.8
687,675.72,26.6,20.8
688,712.25,55.1,20.6
689,673.12,45.6,20.1
690,629.43,12.35,19.5
691,638.06,0,19.3
692,596.08,0,19.1
693,596.5,0,19
694,552.46,0,19
695,548.79,0,19
696,543.77,0,19
697,548.6,0,18.9
698,550,0,18.7
699,519.77,0,18.3
700,556.48,0,17.8
701,539.08,0,17.4
702,709.57,0,17.1
703,747.3,0,17
704,775,45.9622,17.6
705,848.23,238.829,18.7
706,864.42,436.096,19.8
707,810.85,594.134,20.8
708,887.87,698.189,21.2
709,806.66,735.636,21.5
710,856.41,711.567,21.7
711,878.56,618.044,21.9
712,848,465.277,21.9
713,849.68,271.54,21.5
714,833.65,47.7105,21.1
715,784.09,0,20.9
716,827.97,0,20.5
717,762.67,0,20.2
718,758.9,0,19.8
719,754.76,0,19.3
720,754.25,0,18.9
721,731.15,0,18.7
722,665.64,0,18.6
723,603.05,0,18.6
724,636.06,0,18.6
725,575.32,0,18.4
726,699.23,0,18.2
727,767.07,0,18.3
728,789.63,49.0117,19.2
729,802.02,246.12,20.3
730,832.24,445.514,21.1
731,767.92,606.039,21.7
732,874.97,711.695,22
733,806.9,749.764,22.1
734,854.18,718.594,22.1
735,901.73,622.671,21.9
736,890.06,470.533,21.5
737,915.26,276.684,21
738,876.66,76.2664,20.5
739,797.45,0,20.2
740,833.13,0,20.5
741,809.69,0,20.2
742,757.78,0,19.9
743,756.29,0,19.5
744,759.02,0,18.9
745,706.88,0,18.3
746,643.47,0,17.8
747,642.1,0,17.2
748,595.31,0,16.8
749,603.34,0,16.6
750,719.14,0,16.5
751,734.39,0,16.5
752,786.83,51.896,17
753,777.86,245.72,18
754,773.04,183.438,19.3
755,766.94,448.85,20.5
756,813.69,401.502,21.3
757,814.02,582.631,21.8
758,801.02,594.791,22
759,864.33,595.657,22
760,858.26,382.882,21.8
761,816.78,270.735,21.2
762,831.8,77.8842,20.5
763,771.31,0,20.2
764,782.52,0,19.8
765,799.92,0,19.5
766,701.57,0,19.3
767,770.82,0,19.2
768,732.78,0,19
769,683.58,0,18.9
770,620.71,0,18.7
771,570.63,0,18.4
772,583.48,0,18.2
773,581.35,0,17.9
774,677.84,0,17.8
775,755.84,0,18
776,798.77,50.2217,18.9
777,754.5,199.353,20
778,787.62,416.852,20.9
779,768.43,395.98,21.6
780,837.15,546.962,21.9
781,806.58,543.638,22.1
782,823.06,604.122,22.2
783,947.24,383.239,22.1
784,849.13,291.823,21.9
785,872.44,189.874,21.4
786,865.97,68.0082,20.8
787,786.47,0,20.5
788,861.73,0,20.3
789,813.37,0,20.3
790,763.94,0,20.3
791,794.19,0,20.2
792,768.99,0,20.1
793,715.39,0,20.1
794,662.38,0,20
795,606.7,0,19.6
796,620.23,0,19
797,632.79,0,18.4
798,689.82,0,17.7
799,719,0,17.3
800,767,40.2803,17.4
801,809.33,63.765,18.1
802,839.23,33.25,19.3
803,834.27,93.1,20.6
804,885.14,177.65,21.4
805,812.45,307.601,21.9
806,783.74,349.778,22.2
807,821.51,152.95,22.2
808,795.45,75.05,22
809,793.29,143.136,21.3
810,768.62,69.4012,20.4
811,760.19,0,20.1
812,729.21,0,19.8
813,693.72,0,19.6
814,695.78,0,19.3
815,724.2,0,18.9
816,698.66,0,18.3
817,614.29,0,17.7
818,554.97,0,17.1
819,555.14,0,16.7
820,533.34,0,16.3
821,529.5,0,15.9
822,604.41,0,15.6
823,681.99,0,15.6
824,811.58,44.4295,16.2
825,792.97,216.455,17.2
826,811.91,431.93,18.4
827,805.33,584.659,19.7
828,811.89,686.857,20.7
829,775.32,706.569,21.4
830,756.45,472.472,21.9
831,709.99,464.419,22.1
832,606.17,273.029,22.1
833,623.32,204.135,21.5
834,560.71,58.8526,20.8
835,566.52,0,20.6
836,541.41,0,20.6
837,507.26,0,20.5
838,509.91,0,20.5
839,478.19,0,20.3
840,479.47,0,20.2
841,483.24,0,20.1
842,483.02,0,19.9
843,455.08,0,19.7
844,479.94,0,19.5
845,509.84,0,19.2
846,633.48,0,19
847,725.53,0,19
848,721.56,44.0446,19.7
849,738.17,232.118,20.8
850,725.86,421.069,21.9
851,689.97,521.73,22.7
852,719.79,678.963,23.2
853,651.77,679.356,23.5
854,682.65,561.42,23.7
855,698.96,598.416,23.8
856,659.02,451.607,23.8
857,655.85,259.653,23.3
858,617,53.9248,22.6
859,577.44,0,22.3
860,581.11,0,21.9
861,549.36,0,21.7
862,539.75,0,21.5
863,559.92,0,21.5
864,546.53,0,21.4
865,550.88,0,21.3
866,528.21,0,21.2
867,538.36,0,21.1
868,553.13,0,21
869,556.1,0,20.9
870,670.37,0,20.7
871,703.96,0,20.8
872,780.33,53.396,21.5
873,803.24,238.161,22.5
874,834.74,376.899,23.5
875,829.43,275.252,24
876,872.13,257.242,24.4
877,837.88,171.95,24.6
878,870.9,193.712,24.7
879,865.94,152.95,24.7
880,868.87,313.392,24.5
881,862.05,233.182,24
882,811,84.0306,23.3
883,785.66,0,23
884,787.98,0,22.6
885,770.12,0,22.4
886,754.06,0,22.2
887,787.15,0,22.1
888,744.47,0,21.9
889,730.07,0,21.8
890,627.71,0,21.8
891,618.58,0,21.7
892,574.87,0,21.6
893,602.88,0,21.6
894,702.73,0,21.6
895,816.77,0,21.8
896,835.04,55.8625,22.6
897,879.65,195.362,23.4
898,886.82,132.377,23.8
899,862.12,236.418,24.2
900,897.07,326.977,24.5
901,884.46,681.619,24.6
902,861.46,698.791,24.8
903,893.08,585.146,24.8
904,831.29,455.589,24.8
905,831.39,245.026,24.3
906,855.68,87.5828,23.7
907,783.68,0,23.3
908,798.97,0,23
909,786.92,0,22.8
910,741.8,0,22.6
911,788.52,0,22.4
912,777.92,0,22.3
913,728.89,0,22.1
914,650.92,0,22
915,568.13,0,21.8
916,586.59,0,21.7
917,614.23,0,21.6
918,697.39,0,21.6
919,755.29,0,22
920,809.44,61.9544,22.8
921,830.4,256.553,23.7
922,836.11,451.295,24.5
923,789.08,599.55,25.2
924,888.36,712.999,25.7
925,827.72,742.828,26
926,870.51,724.495,26.2
927,889.63,630.582,26.3
928,871.21,481.144,26.2
929,863.54,290.715,25.8
930,866.25,91.8892,25.1
931,816.2,0,24.7
932,813.09,0,24.1
933,797.7,0,23.6
934,780.3,0,22.9
935,818.98,0,22.1
936,776.05,0,21.5
937,766.23,0,21
938,689.91,0,20.7
939,573.26,0,20.6
940,573.41,0,20.6
941,607.17,0,20.8
942,702.58,0,21
943,852.41,0,21.4
944,819.55,61.5273,22.3
945,864.82,253.686,23.1
946,837.1,449.08,23.8
947,855.69,595.423,24.4
948,886.27,632.218,24.7
949,817.97,624.489,24.8
950,876.25,688.706,24.7
951,944.88,625.196,24.5
952,884.55,484.756,24.1
953,914.41,276.391,23.6
954,866.78,93.8254,23
955,863.62,0,22.8
956,865.39,0,22.4
957,838.14,0,22.3
958,797.02,0,22.2
959,839.79,0,22.1
960,790.73,0,21.9
961,817.45,0,21.8
962,677,0,21.7
963,610.19,0,21.6
964,631.31,0,21.5
965,626.74,0,21.5
966,726.8,0,21.4
967,779.84,0,21.7
968,814.58,64.452,22.4
969,818,255.019,23
970,845.38,340.053,23.3
971,873.47,495.091,23.6
972,916.21,425.917,23.8
973,886.06,667.568,23.9
974,939.49,640.695,23.9
975,956.04,556.813,23.8
976,936.21,335.495,23.5
977,922.76,277.854,23.1
978,929.14,96.1262,22.8
979,900.59,0,22.6
980,902.37,0,22.5
981,893.11,0,22.4
982,858.5,0,22.2
983,842.12,0,22.1
984,859.88,0,21.9
985,800.45,0,21.8
986,687.42,0,21.6
987,664.44,0,21.5
988,661.38,0,21.4
989,694.5,0,21.4
990,783.43,0,21.5
991,848.33,0,21.8
992,804.41,61.9107,22.7
993,792.68,173.32,23.4
994,748.07,348.6,23.9
995,765.96,436.589,24.3
996,794.42,360.349,24.5
997,777.69,647.387,24.7
998,787.9,560.852,24.8
999,733.47,342.61,24.7
1000,737.62,311.139,24.5
1001,729.8,263.935,24.1
1002,659.51,92.6034,23.5
1003,633.22,0,23.2
1004,612.91,0,23
1005,631.27,0,22.9
1006,626.65,0,22.8
1007,583.94,0,22.8
1008,629.35,0,22.7
1009,573.35,0,22.6
1010,599.15,0,22.5
1011,606.22,0,22.3
1012,576.55,0,22.2
1013,634.16,0,22.1
1014,663.36,0,22
1015,707.07,0,22.4
1016,731.91,67.4486,23.4
1017,749.85,265.992,24.2
1018,732.83,464.045,24.8
1019,719.27,612.793,25.3
1020,703.21,664.851,25.6
1021,736.46,598.834,25.8
1022,627.79,711.849,26
1023,692.05,643.827,26
1024,625.02,491.334,25.9
1025,620.1,298.519,25.4
1026,601.83,97.1824,24.8
1027,562.92,0,24.4
1028,557.13,0,23.7
1029,557.89,0,23.4
1030,520.15,0,23.2
1031,556.63,0,23
1032,535.61,0,23
1033,538.08,0,23
1034,541.98,0,23.1
1035,520.83,0,23.1
1036,541.37,0,23.1
1037,553.73,0,23.2
1038,650.29,0,23.2
1039,737.21,0,23.6
1040,751.08,69.6742,24.3
1041,826.73,267.795,25
1042,798.2,465.581,25.5
1043,806.95,567.959,26
1044,855.47,702.509,26.3
1045,775.69,756.558,26.5
1046,833.69,690.177,26.5
1047,873.67,621.074,26.4
1048,809.3,459.834,26.2
1049,841.83,256.802,25.8
1050,847.54,81.2215,25.2
1051,804.81,0,24.8
1052,801.36,0,24.3
1053,776.37,0,24
1054,744.5,0,23.8
1055,739.7,0,23.7
1056,722.19,0,23.5
1057,723.49,0,23.5
1058,630.14,0,23.5
1059,559.48,0,23.4
1060,589.59,0,23.4
1061,596.07,0,23.4
1062,659.39,0,23.6
1063,729.4,0,23.8
1064,773.91,66.2581,24.3
1065,866.43,244.907,25
1066,852.26,466.577,25.8
1067,819.35,636.13,26.3
1068,878.67,736.303,26.7
1069,810.29,757.069,26.8
1070,856.17,750.831,26.7
1071,897.5,653.529,26.4
1072,867.7,499.634,25.9
1073,838.91,306.145,25.3
1074,849.94,102.44,24.6
1075,815.23,0,24.3
1076,817.57,0,23.6
1077,779.57,0,23
1078,777.5,0,22.3
1079,780.95,0,21.6
1080,800.62,0,21.1
1081,731.36,0,20.6
1082,652.19,0,20.3
1083,590.45,0,20
1084,573.39,0,20.1
1085,622.11,0,20.4
1086,682.44,0,20.6
1087,811.84,0,20.9
1088,841.7,77.9964,21.4
1089,899.87,284.648,22
1090,839.64,431.159,22.5
