hour,consumption,I,temperature
4339,886.01,70.0284,28.7
4340,887.73,0,27.6
4341,857.14,0,27.5
4342,835.6,0,27.4
4343,852.37,0,27.3
4344,851.91,0,27.2
4345,743.62,0,27.1
4346,708.41,0,27.1
4347,651.52,0,27
4348,683.67,0,27
4349,691.87,0,27
4350,746.31,0,27.2
4351,800.65,86.7005,27.6
4352,822.7,244.12,28
4353,858.84,514.472,28.3
4354,826.64,692.662,28.5
4355,816.58,786.418,28.8
4356,858.86,873.086,29
4357,803.29,945.072,29.2
4358,797.82,910.765,29.3
4359,779.69,815.628,29.3
4360,820.62,671.374,29.2
4361,802.32,487.968,29
4362,786.89,285.764,28.6
4363,679.62,93.4044,28.4
4364,696.89,0,27.8
4365,689.52,0,27.7
4366,693.36,0,27.5
4367,682.92,0,27.4
4368,656,0,27.3
4369,706.09,0,27.2
4370,664.52,0,27.1
4371,672.79,0,27
4372,702.91,0,27
4373,708.77,0,27
4374,741.57,0,27.2
4375,756.16,93.0262,27.6
4376,798.95,143.675,27.9
4377,802.2,513.126,28
4378,819.79,648.081,28.2
4379,836.92,422.996,28.4
4380,814.26,839.142,28.6
4381,834.32,943.139,28.7
4382,799.08,823.107,28.7
4383,798.31,812.051,28.7
4384,786.82,667.187,28.7
4385,757.03,476.033,28.5
4386,747.46,265.568,28.2
4387,680.55,89.5663,28
4388,664.54,0,27.6
4389,662.87,0,27.4
4390,652.76,0,27.3
4391,664.28,0,27.2
4392,672.53,0,27
4393,638.74,0,26.9
4394,655.29,0,26.8
4395,666,0,26.8
4396,649.29,0,26.7
4397,668.43,0,26.8
4398,797.81,0,27
4399,775.9,118.305,27.5
4400,837.95,316.085,27.9
4401,900.6,458.135,28.3
4402,900.67,698.718,28.7
4403,799.69,838.458,29.1
4404,868.75,924.241,29.3
4405,844.78,948.774,29.5
4406,856.31,893.517,29.6
4407,898.97,797.416,29.5
4408,872.61,652.805,29.3
4409,840.78,471.055,29
4410,782.81,272.047,28.6
4411,788.76,86.2231,28.4
4412,777.62,0,27.7
4413,789.41,0,27.6
4414,782.71,0,27.5
4415,709.22,0,27.3
4416,731.86,0,27.2
4417,693.89,0,27.2
4418,597.81,0,27.1
4419,608.58,0,27.1
4420,610.75,0,27.1
4421,594.65,0,27.1
4422,586.81,0,27.2
4423,580.9,78.4762,27.5
4424,603.54,310.015,27.8
4425,578.41,424.225,27.9
4426,562.95,573.872,28.1
4427,610.3,741.581,28.3
4428,612.87,597.253,28.6
4429,572.12,181.449,28.7
4430,609.57,633.833,28.8
4431,592.65,565.109,28.8
4432,602.96,662.632,28.8
4433,593.69,482.922,28.8
4434,596.71,282.289,28.6
4435,601.46,92.2655,28.5
4436,605.08,0,28
4437,575.67,0,27.9
4438,591.06,0,27.9
4439,587.51,0,27.8
4440,575.96,0,27.7
4441,580.02,0,27.6
4442,601.28,0,27.5
4443,584.12,0,27.5
4444,583.34,0,27.5
4445,604.29,0,27.5
4446,690.7,0,27.6
4447,759.17,114.301,27.9
4448,807.74,309.728,28.2
4449,814.24,512.276,28.3
4450,822.4,586.67,28.4
4451,843.32,834.469,28.5
4452,957.93,865.632,28.6
4453,902.98,952.454,28.7
4454,893.05,891.792,28.8
4455,879.43,795.215,28.8
4456,859.06,651.355,28.8
4457,853.63,470.055,28.7
4458,896.37,271.244,28.5
4459,847.67,85.5188,28.3
4460,880.86,0,28
4461,869.4,0,28
4462,807.51,0,28
4463,849.64,0,27.9
4464,816.81,0,27.9
4465,741.34,0,27.9
4466,651.91,0,27.8
4467,641.96,0,27.7
4468,634.71,0,27.6
4469,662.05,0,27.6
4470,690.94,0,27.7
4471,728.06,116.195,28.1
4472,797.97,313.584,28.5
4473,882.13,516.312,28.8
4474,832.29,511.034,29.2
4475,854.78,760.265,29.4
4476,945.43,917.459,29.6
4477,888.57,405.639,29.7
4478,897.61,909.68,29.7
4479,1003.94,816.227,29.7
4480,864.55,670.849,29.5
4481,850.88,487.016,29.3
4482,897.87,283.623,28.9
4483,885.95,91.5283,28.7
4484,914.35,0,28.2
4485,902.85,0,28.1
4486,856.69,0,28
4487,860.03,0,27.9
4488,862.64,0,27.8
4489,738.81,0,27.7
4490,655.82,0,27.6
4491,636.04,0,27.5
4492,658.67,0,27.5
4493,657.67,0,27.4
4494,731.61,0,27.6
4495,732.99,81.3588,28.1
4496,847.69,310.879,28.4
4497,911.62,488.674,28.8
4498,872.98,638.293,29.1
4499,824.9,660.444,29.4
4500,909.53,819.498,29.6
4501,850.38,884.121,29.7
4502,867.56,848.928,29.7
4503,949.46,614.887,29.6
4504,899.44,523.476,29.5
4505,937.62,477.025,29.3
4506,940.05,277.548,28.9
4507,867.96,88.1406,28.8
4508,933.95,0,28.3
4509,847.65,0,28.2
4510,798.73,0,28.2
4511,864.51,0,28.1
4512,797.93,0,28
4513,744.28,0,27.9
4514,695.78,0,27.9
4515,678.36,0,27.8
4516,708.71,0,27.8
4517,701.46,0,27.7
4518,698.64,0,27.9
4519,681.42,113.614,28.3
4520,785.39,310.151,28.7
4521,808.09,472.753,28.9
4522,811.68,380.704,29.2
4523,774.19,98.8,29.5
4524,780.7,776.934,29.7
4525,747.57,938.955,29.8
4526,762.85,857.84,29.9
4527,788.78,808.064,29.8
4528,771.08,512.561,29.7
4529,788.41,481.494,29.5
4530,678.74,279.156,29.1
4531,671.77,54.2967,28.9
4532,619.92,0,28.2
4533,653.43,0,28.1
4534,621.4,0,27.9
4535,588.54,0,27.8
4536,651.57,0,27.6
4537,618.85,0,27.4
4538,611.94,0,27.3
4539,634.08,0,27.2
4540,635.25,0,27.1
4541,637.34,0,27
4542,710.81,0,27.3
4543,730.98,113.809,27.9
4544,791.92,311.34,28.3
4545,757.23,512.825,28.7
4546,791.68,644.168,29
4547,766.01,833.35,29.3
4548,804.71,922.856,29.5
4549,791.25,845.092,29.6
4550,796.37,857.042,29.7
4551,767.8,818.241,29.7
4552,756.38,673.748,29.5
4553,758.18,489.991,29.3
4554,700.67,286.247,28.9
4555,660.26,93.1116,28.6
4556,627.02,0,28.2
4557,643.21,0,28.1
4558,653.05,0,28.1
4559,656.94,0,28
4560,648.06,0,27.9
4561,656.92,0,27.9
4562,641.95,0,27.8
4563,617.19,0,27.8
4564,637.86,0,27.7
4565,671.05,0,27.7
4566,716.83,0,27.9
4567,782.79,41.9693,28.4
4568,853.48,144.668,28.8
4569,894.04,237.099,29.1
4570,901.31,224.746,29.3
4571,903.57,505.139,29.5
4572,932.91,716.086,29.6
4573,850.71,739.159,29.7
4574,833.24,554.083,29.8
4575,938.74,520.203,29.8
4576,929.28,490.048,29.8
4577,921.04,369.012,29.5
4578,946.87,264.994,29.2
4579,928.29,59.41,29
4580,912.41,0,28.5
4581,912.53,0,28.4
4582,901.67,0,28.4
4583,930.5,0,28.3
4584,881.38,0,28.2
4585,763.26,0,28.1
4586,663.94,0,28.1
4587,694.82,0,28
4588,653.74,0,28
4589,679.7,0,27.9
4590,718.65,0,28.1
4591,757.78,73.6604,28.5
4592,872.08,297.821,28.9
4593,874.27,508.04,29.1
4594,891.39,686.422,29.3
4595,869.2,710.626,29.5
4596,936.43,736.903,29.7
4597,956.47,560.258,29.8
4598,917.38,720.648,29.8
4599,962.94,813.741,29.7
4600,906.44,628.957,29.6
4601,908.57,432.31,29.4
4602,938.82,282.683,29.2
4603,950,90.3481,29
4604,942.36,0,28.5
4605,982.04,0,28.4
4606,900.59,0,28.3
4607,950.76,0,28.2
4608,887.21,0,28
4609,848.29,0,27.9
4610,760.76,0,27.8
4611,733.75,0,27.7
4612,738.4,0,27.7
4613,736.22,0,27.7
4614,789.96,0,27.9
4615,805.65,107.186,28.3
4616,846.67,301.265,28.7
4617,904.93,245.52,28.9
4618,925.73,365.829,29.1
4619,892.23,818.358,29.3
4620,977.64,901.766,29.5
4621,922.3,927.181,29.7
4622,964.86,715.901,29.8
4623,1005.13,182.286,29.8
4624,939.12,212.539,29.7
4625,966.81,75.05,29.5
4626,977.58,52.25,29.2
4627,944.53,4.75,29
4628,933.52,0,28.4
4629,968.54,0,28.3
4630,934.12,0,28.2
4631,947.33,0,28.1
4632,907.13,0,28
4633,844.18,0,27.8
4634,765.86,0,27.7
4635,701.79,0,27.6
4636,751.28,0,27.6
4637,746.02,0,27.5
4638,785.82,0,27.7
4639,798.03,49.7306,28.1
4640,849.14,130.996,28.4
4641,844.44,443.482,28.7
4642,899.59,637.76,28.9
4643,865.42,504.478,29.2
4644,979.42,791.287,29.3
4645,919.36,804.355,29.4
4646,982.3,680.329,29.4
4647,951.21,518.505,29.4
4648,885.07,604.458,29.2
4649,853.22,397.11,29
4650,873.09,175.17,28.7
4651,881.46,85.0047,28.6
4652,876.92,0,28.2
4653,883.48,0,28.1
4654,801.29,0,28.1
4655,850.35,0,28
4656,845.53,0,28
4657,756.94,0,27.9
4658,619.58,0,27.8
4659,642.39,0,27.7
4660,600.01,0,27.6
4661,653.95,0,27.5
4662,742.37,0,27.7
4663,792.56,51.7918,28.1
4664,843.84,158.4,28.5
4665,883.84,340.49,28.8
4666,907.4,682.839,29
4667,907.21,752.823,29.3
4668,945.71,820.947,29.5
4669,909.2,700.489,29.7
4670,942.64,909.975,29.7
4671,933.79,816.687,29.7
4672,891.2,672.197,29.6
4673,893.44,488.197,29.4
4674,898.61,284.501,29.1
4675,875.6,90.5214,29
4676,862.46,0,28.4
4677,849.24,0,28.3
4678,862.7,0,28.1
4679,893.83,0,28
4680,857.8,0,27.9
4681,765.27,0,27.8
4682,656.34,0,27.8
4683,649.63,0,27.7
4684,670.57,0,27.7
4685,686.19,0,27.7
4686,698.02,0,27.9
4687,743.39,106.505,28.4
4688,735.94,87.4,28.7
4689,762.15,247.542,29
4690,725.14,690.86,29.3
4691,757.33,833.502,29.6
4692,734.43,922.256,29.8
4693,759.63,949.359,30
4694,685.41,913.525,30.1
4695,762.63,818.464,30
4696,701.1,671.821,29.9
4697,689.38,486.609,29.6
4698,581.24,282.565,29.2
4699,547.65,87.8289,29
4700,542.96,0,28.4
4701,526.67,0,28.2
4702,537.01,0,28.1
4703,537.1,0,27.9
4704,530.87,0,27.7
4705,528.4,0,27.6
4706,522.85,0,27.5
4707,544.57,0,27.4
4708,543.37,0,27.4
4709,557.74,0,27.4
4710,617.54,0,27.5
4711,721.68,101.433,28
4712,701.97,296.953,28.3
4713,714.73,499.453,28.6
4714,716.93,479.931,28.8
4715,718.05,676.308,29.2
4716,689.26,703.179,29.5
4717,722.96,869.921,29.7
4718,720.76,810.211,29.8
4719,726.39,708.232,29.8
4720,737,667.107,29.7
4721,711.64,482.537,29.5
4722,709.84,216.266,29.1
4723,598.28,57.3295,28.9
4724,587.76,0,28.3
4725,593.74,0,28.1
4726,596.68,0,28
4727,591.66,0,27.9
4728,609.22,0,27.7
4729,558.99,0,27.6
4730,576.54,0,27.5
4731,548.41,0,27.4
4732,604.7,0,27.3
4733,589.47,0,27.3
4734,667,0,27.5
4735,748.04,104.068,27.9
4736,844.14,300.93,28.2
4737,852.32,504.402,28.4
4738,871.34,684.959,28.6
4739,854.21,825.705,28.8
4740,913.28,758.548,28.9
4741,877.93,551.591,29
4742,905.59,834.259,29.1
4743,899.8,735.574,29.1
4744,743.88,155.313,29
4745,792.64,217.327,28.8
4746,818.51,120.924,28.6
4747,790.63,52.0064,28.5
4748,838.51,0,28.1
4749,818.44,0,28.1
4750,757.91,0,28
4751,786.51,0,27.9
4752,775.53,0,27.9
4753,647.91,0,27.8
4754,599.55,0,27.7
4755,555.53,0,27.7
4756,570.7,0,27.6
4757,561.42,0,27.6
4758,668.52,0,27.8
4759,671.02,100.688,28.2
4760,772.98,295.429,28.5
4761,818.67,497.114,28.7
4762,847.3,677.824,28.9
4763,818.21,417.03,29.2
4764,919.78,758.556,29.5
4765,846.37,793.688,29.7
4766,867.22,114.95,29.8
4767,895.03,88.35,29.8
4768,799.47,116.606,29.7
4769,833.01,70.3,29.5
4770,873.59,61.1464,29.2
4771,864.82,27.55,29
4772,898.66,0,28.4
4773,870.29,0,28.3
4774,798.37,0,28.2
4775,875.33,0,28.1
4776,798.52,0,28
4777,767.56,0,27.9
4778,665.35,0,27.9
4779,703.85,0,27.9
4780,662.21,0,27.9
4781,639.73,0,27.9
4782,717.67,0,28
4783,748.35,98.949,28.5
4784,817.94,294.005,28.8
4785,859.54,496.844,29
4786,814.96,677.253,29.2
4787,829.66,817.821,29.4
4788,864.25,277.256,29.6
4789,871.33,723.01,29.7
4790,868.04,494.868,29.7
4791,878.12,439.873,29.7
4792,801.18,656.379,29.6
4793,851.95,440.305,29.4
4794,882.73,208.788,29.1
4795,862.54,25.65,28.9
4796,896.82,0,28.5
4797,848.09,0,28.4
4798,817.89,0,28.3
4799,882.87,0,28.2
4800,829.62,0,28.2
4801,731.22,0,28.1
4802,723.92,0,28
4803,653.04,0,28
4804,643.22,0,27.9
4805,691.28,0,27.9
4806,733.92,0,28
4807,720.35,96.488,28.3
4808,844.28,290.375,28.7
4809,834.83,494.204,28.9
4810,883.49,555.149,29.3
4811,872.73,609.28,29.7
4812,896.79,899.747,30
4813,888.02,459.613,30.3
4814,905.31,515.677,30.4
4815,917.08,670.067,30.5
4816,894.09,542.451,30.5
4817,862.35,363.438,30.3
4818,907.33,196.867,29.9
4819,900.4,49.8147,29.7
4820,937.3,0,29
4821,888.48,0,28.7
4822,863.85,0,28.5
4823,896.09,0,28.4
4824,846.99,0,28.3
4825,818.5,0,28.3
4826,742.96,0,28.2
4827,732.72,0,28.1
4828,683.12,0,28.1
4829,750.55,0,28.1
4830,765.96,0,28.2
4831,809.31,93.9694,28.4
4832,835.66,286.849,28.8
4833,905.2,489.479,29
4834,887.52,523.606,29.2
4835,897.09,579.973,29.5
4836,937.62,41.8,29.7
4837,927.72,90.25,29.9
4838,936,89.3,30
4839,968.64,159.484,30
4840,918.11,239.34,29.9
4841,906.07,194.679,29.7
4842,908.79,142.827,29.4
4843,911.78,58.9094,29.2
4844,881.71,0,28.8
4845,886.53,0,28.6
4846,869.16,0,28.5
4847,871.93,0,28.4
4848,824.14,0,28.3
4849,764.38,0,28.3
4850,712.29,0,28.2
4851,743.68,0,28.2
4852,703.96,0,28.1
4853,650.19,0,28.1
4854,698.6,0,28.2
4855,732.17,72.2823,28.7
4856,721.38,274.755,29
4857,733.11,443.882,29.2
4858,742.52,618.61,29.4
4859,742.97,525.74,29.6
4860,747.81,670.769,29.8
4861,750.06,522.075,30.1
4862,731.91,730.318,30.2
4863,690.15,645.149,30.3
4864,750.58,487.81,30.3
4865,782.51,239.527,30
4866,681.41,84.2858,29.7
4867,668.68,54.5574,29.5
4868,662.52,0,29
4869,647.21,0,28.7
4870,646.35,0,28.5
4871,643.86,0,28.3
4872,648.24,0,28.1
4873,652.36,0,28
4874,652.85,0,28
4875,624.95,0,27.9
4876,643.62,0,28
4877,646.32,0,28
4878,752.18,0,28.2
4879,720.08,63.002,28.8
4880,726.32,162.585,29.3
4881,764.03,305.469,29.6
4882,777.87,462.981,29.9
4883,750.02,796.129,30.1
4884,747.89,866.144,30.2
4885,747.76,571.327,30.3
4886,758.61,831.148,30.3
4887,752.07,521.417,30.1
4888,733.89,492.676,29.9
4889,744.75,423.586,29.7
4890,686.11,172.702,29.4
4891,628.55,46.9535,29.2
4892,655.63,0,28.8
4893,631.43,0,28.7
4894,639.45,0,28.6
4895,632.43,0,28.3
4896,637.11,0,28
4897,607.1,0,27.7
4898,643.59,0,27.5
4899,610.88,0,27.4
4900,626.93,0,27.3
4901,622.78,0,27.4
4902,704.49,0,27.6
4903,782.56,89.5361,27.8
4904,844.77,53.2,28
4905,856.66,424.432,28.1
4906,893.65,494.324,28.2
4907,819.73,817.519,28.3
4908,913.16,907.344,28.3
4909,871.93,757.608,28.2
4910,890.71,820.911,28.2
4911,957.45,569.645,28.1
4912,876.52,386.639,28
4913,849.48,374.738,28
4914,861.18,133.144,28
4915,837.74,59.8138,27.9
4916,831.79,0,28
4917,860.77,0,28.1
4918,798.18,0,28.1
4919,806.92,0,28.1
4920,826.02,0,27.9
4921,739.97,0,27.7
4922,679.95,0,27.4
4923,639.34,0,27.2
4924,643.82,0,27.2
4925,634.61,0,27.3
4926,703.4,0,27.6
4927,785.48,92.2973,28.3
4928,906.47,288.594,28.7
4929,875.46,493.555,29
4930,859.82,620.194,29.3
4931,867.88,705.67,29.4
4932,956.9,656.041,29.5
4933,878.57,771.347,29.5
4934,943.81,817.174,29.4
4935,986.76,467.909,29.3
4936,842.57,55.1,29.2
4937,883.02,328.542,29
4938,871.9,263.785,28.8
4939,854.58,56.2851,28.6
4940,860.48,0,28.3
4941,832.98,0,28.2
4942,801.33,0,28.2
4943,869.16,0,28.1
4944,800.93,0,28.1
4945,757.32,0,28
4946,698.42,0,27.9
4947,646.35,0,27.8
4948,638.59,0,27.7
4949,672.42,0,27.7
4950,719.06,0,27.8
4951,779.72,88.6788,28.2
4952,863.31,282.624,28.6
4953,863.28,487.959,28.9
4954,905.46,586.292,29.2
4955,925.61,690.904,29.5
4956,964.05,257.355,29.6
4957,927.53,546.458,29.7
4958,928.9,647.795,29.7
4959,931.82,750.511,29.7
4960,851.72,658.116,29.6
4961,853.72,473.216,29.3
4962,919,270.471,29
4963,823.32,78.3703,28.8
4964,874.04,0,28.4
4965,832.99,0,28.3
4966,843.07,0,28.2
4967,844.29,0,28.1
4968,805.26,0,28
4969,728.39,0,27.9
4970,752.4,0,27.8
4971,703.17,0,27.7
4972,691.71,0,27.7
4973,702.35,0,27.6
4974,751.2,0,27.9
4975,797.43,92.0092,28.4
4976,857.44,290.403,28.8
4977,871.96,498.655,29
4978,918.41,541.25,29.3
4979,885.21,824.761,29.6
4980,958.3,914.701,29.8
4981,855.84,418.889,29.9
4982,887.7,910.132,29.9
4983,898.94,788.719,29.8
4984,860.49,586.748,29.7
4985,832.36,458.548,29.4
4986,878.21,267.802,29
4987,838.97,75.784,28.7
4988,841.23,0,28.2
4989,840.31,0,28
4990,796,0,27.9
4991,843.25,0,27.8
4992,843.69,0,27.7
4993,728.99,0,27.7
4994,700.22,0,27.6
4995,627.84,0,27.6
4996,644.3,0,27.7
4997,685.96,0,27.6
4998,710.25,0,27.7
4999,771.24,90.2758,28
5000,859.14,288.85,28.3
5001,864.63,496.453,28.6
5002,838.14,617.285,28.9
5003,829.32,774.076,29.3
5004,879.06,911.568,29.6
5005,834.92,585.769,29.8
5006,889.96,430.849,30
5007,857.28,802.167,30
5008,815.03,654.505,29.8
5009,803.74,448.247,29.6
5010,890.32,116.571,29.1
5011,812.14,73.642,28.8
5012,887.33,0,28.1
5013,837.61,0,27.9
5014,777.48,0,27.8
5015,857.51,0,27.7
5016,803.58,0,27.7
5017,714.78,0,27.6
5018,662.83,0,27.6
5019,658.1,0,27.6
5020,631.58,0,27.6
5021,631.6,0,27.6
5022,722.59,0,27.6
5023,709.62,88.2644,27.8
5024,751.08,171.118,28.2
5025,776.15,450.705,28.4
5026,773.23,673.77,28.7
5027,746.5,729.246,29.1
5028,785.15,324.635,29.5
5029,752.28,710.667,29.8
5030,767.23,454.929,30
5031,754.16,678.33,30
5032,721.58,434.114,29.8
5033,711.03,473.539,29.5
5034,666.82,266.833,29
5035,644.85,74.4832,28.7
5036,634.86,0,28.1
5037,608.94,0,27.9
5038,601.96,0,27.7
5039,590.65,0,27.6
5040,596.25,0,27.5
5041,601.73,0,27.5
5042,625.37,0,27.4
5043,602.19,0,27.4
5044,602.25,0,27.5
5045,622.14,0,27.5
5046,679.67,0,27.7
5047,722.14,57.2812,28.1
5048,702.16,284.835,28.6
5049,763.49,467.778,28.9
5050,735.98,676.013,29.1
5051,759.07,820.336,29.4
5052,734.47,378.41,29.6
5053,735.58,463.198,29.8
5054,785.75,680.42,29.9
5055,753.88,803.221,29.9
5056,721.76,525.325,29.7
5057,749.26,388.577,29.4
5058,709.62,151.432,29
5059,680.68,31.4733,28.7
5060,663.97,0,28.1
5061,668.02,0,27.9
5062,640.24,0,27.8
5063,589.77,0,27.7
5064,604.79,0,27.7
5065,620.94,0,27.7
5066,606.06,0,27.7
5067,582.4,0,27.8
5068,591.98,0,27.8
5069,601.91,0,27.8
5070,723.22,0,28
5071,790.44,23.75,28.3
5072,862.14,69.698,28.8
5073,846.65,87.9428,29.1
5074,866.19,162.919,29.4
5075,840.68,277.67,29.7
5076,915.14,194.716,29.9
5077,882.81,216.591,30
5078,918.78,394.233,30.1
5079,943.28,257.303,30
5080,844.37,252.961,29.8
5081,881.83,99.3276,29.6
5082,900.77,25.65,29.2
5083,898.75,33.25,29
5084,887.89,0,30
5085,871.14,0,29.9
5086,856.17,0,29.8
5087,872.31,0,29.6
5088,853.22,0,29.4
5089,789.24,0,29.2
5090,757.5,0,29
5091,695.39,0,28.8
5092,688.11,0,28.8
5093,700.96,0,28.8
5094,746.76,0,29
5095,761.96,79.2773,29.5
5096,849.47,199.001,29.9
5097,863.2,166.042,30.2
5098,933.45,603.034,30.6
5099,919.63,766.727,31
5100,900.79,483.88,31.3
5101,881.94,909.507,31.5
5102,956.79,123.5,31.6
5103,964.77,302.915,31.6
5104,853.73,347.51,31.4
5105,826.13,338.388,31.1
5106,876.42,205.057,30.7
5107,823.83,19,30.5
5108,856.17,0,30
5109,842.73,0,29.9
5110,799.18,0,29.7
5111,832.88,0,29.6
5112,794.19,0,29.5
5113,790.19,0,29.4
5114,659.76,0,29.3
5115,634.98,0,29.2
5116,638.61,0,29.1
5117,647.99,0,29.1
5118,701.72,0,29.2
5119,716.75,42.8857,29.5
5120,825.2,177.374,29.8
5121,889.06,132.722,29.9
5122,883.93,345.293,30
5123,848.57,343.883,30.2
5124,871.28,477.221,30.3
5125,773.7,537.558,30.3
5126,838.02,429.77,30.2
5127,839.88,415.606,30.1
5128,804.01,395.044,29.9
5129,758.43,307.281,29.6
5130,788.07,153.621,29.3
5131,753.09,42.0337,29.2
5132,759.02,0,29
5133,755.9,0,29
5134,718.25,0,29
5135,730.11,0,29
5136,753.25,0,29
5137,646.3,0,28.9
5138,560.61,0,28.9
5139,548.31,0,28.8
5140,575.73,0,28.8
5141,558.15,0,28.8
5142,640.32,0,28.9
5143,697.81,58.3424,29.1
5144,855.32,249.529,29.4
5145,863.1,379.892,29.6
5146,900.9,542.637,29.7
5147,841.52,565.897,29.7
5148,887.76,472.304,29.7
5149,896.33,583.371,29.7
5150,888.79,571.745,29.6
5151,900.66,491.719,29.6
5152,815.51,460.187,29.4
5153,832.51,144.688,29.1
5154,858.07,82.0768,28.6
5155,826.11,19,28.4
5156,829.74,0,28
5157,816.85,0,27.9
5158,802.19,0,27.8
5159,808.21,0,27.7
5160,763.59,0,27.7
5161,715.51,0,27.7
5162,615.63,0,27.7
5163,621.79,0,27.7
5164,622.99,0,27.7
5165,649.31,0,27.9
5166,690.39,0,28.1
5167,792.26,72.5217,28.5
5168,850.24,262.16,29
5169,925.28,470.403,29.2
5170,943.49,657.029,29.3
5171,896.51,645.856,29.3
5172,935.07,342.316,29.1
5173,826.89,137.75,29
5174,884.07,261.53,28.8
5175,889.17,618.869,28.6
5176,830.1,574.163,28.5
5177,844.89,414.463,28.4
5178,834.8,245.705,28.3
5179,825.32,47.3379,28.2
5180,806.77,0,28.4
5181,840.72,0,28.4
5182,784.59,0,28.3
5183,782.19,0,28.2
5184,783.16,0,28.2
5185,716.39,0,28.2
5186,646.46,0,28.2
5187,594.29,0,28.2
5188,628.74,0,28.2
5189,629.08,0,28.2
5190,710.26,0,28.4
5191,744.33,79.9684,28.9
5192,805.51,272.684,29.4
5193,793.21,329.341,29.6
5194,794.26,489.048,29.8
5195,798.79,263.567,30.1
5196,776.56,504.715,30.4
5197,773.82,636.094,30.6
5198,746.94,724.111,30.8
5199,725.54,687.222,30.8
5200,685.56,635.662,30.8
5201,724.39,449.07,30.6
5202,691.32,209.918,30.4
5203,636.81,34.3103,30.2
5204,653.56,0,29.7
5205,633.79,0,29.3
5206,639.07,0,29.1
5207,638.27,0,28.8
5208,623.32,0,28.7
5209,640.68,0,28.6
5210,626.41,0,28.5
5211,632.59,0,28.4
5212,615.67,0,28.4
5213,661.79,0,28.5
5214,695.15,0,28.7
5215,755.7,80.6186,29.1
5216,765.83,277.012,29.6
5217,768.7,485.594,29.9
5218,773.8,670.882,30.2
5219,785.25,812.949,30.5
5220,803.67,667.985,30.8
5221,754.15,432.297,30.9
5222,731.01,545.749,31
5223,746.71,665.152,31
5224,752.07,419.882,30.8
5225,731.32,153.466,30.5
5226,686.03,201.777,30.2
5227,629.14,42.3398,30
5228,614.55,0,29.6
5229,620.99,0,29.6
5230,620.37,0,29.5
5231,630.33,0,29.3
5232,605.23,0,29.1
5233,617.98,0,29
5234,603.11,0,28.7
5235,638.35,0,28.5
5236,592.96,0,28.4
5237,665.82,0,28.4
5238,685.51,0,28.6
5239,740.97,79.1276,29.1
5240,811.4,272.569,29.5
5241,880.71,480.046,29.9
5242,824.4,667.258,30.2
5243,833.34,811.778,30.5
5244,890.2,903.687,30.8
5245,812.82,931.615,31
5246,871.48,895.124,31
5247,873.75,797.326,31
5248,844.12,646.739,30.9
5249,843.23,457.378,30.6
5250,844.37,248.569,30.2
5251,848.37,61.5389,30
5252,855.88,0,29.6
5253,830.24,0,29.4
5254,832.8,0,29.3
5255,872.84,0,29.1
5256,816.46,0,29
5257,774.58,0,28.9
5258,704.44,0,28.8
5259,687.58,0,28.7
5260,686.76,0,28.7
5261,656.25,0,28.7
5262,705.35,0,28.8
5263,740.42,81.7191,29.2
5264,819.4,280.289,29.6
5265,827.27,488.95,29.8
5266,871.06,653.952,30.2
5267,852.8,501.124,30.5
5268,889.01,854.529,30.7
5269,862.69,935.417,30.8
5270,881.1,897.538,30.8
5271,831.85,799.5,30.8
5272,806.86,647.412,30.7
5273,835.68,457.523,30.5
5274,874.77,248.631,30.2
5275,808.22,60.2016,30
5276,845.54,0,29.5
5277,800.84,0,29.4
5278,788.13,0,29.3
5279,798.93,0,29.2
5280,765.69,0,29
5281,715.25,0,28.9
5282,616.02,0,28.8
5283,579.08,0,28.8
5284,547.62,0,28.8
5285,575.27,0,28.9
5286,674.72,0,29.1
5287,703.25,77.6385,29.6
5288,790.16,274.171,30
5289,836.98,403.114,30.3
5290,883.76,456.026,30.6
5291,832.89,776.309,30.9
5292,910.17,827.631,31
5293,849.44,929.2,31
5294,853.22,890.789,30.9
5295,909.56,784.805,30.8
5296,824.62,642.923,30.5
5297,828.74,454.416,30.2
5298,830.23,247.078,29.9
5299,828.55,50.5145,29.7
5300,803.79,0,29.4
5301,855.62,0,29.4
5302,794.93,0,29.3
5303,843.4,0,29.3
5304,837.94,0,29.2
5305,742.54,0,29
5306,696.67,0,29
5307,644.74,0,28.9
5308,628.93,0,28.8
5309,628.32,0,28.7
5310,699.2,0,28.8
5311,745.89,79.5752,29.2
5312,768.67,278.374,29.6
5313,837.69,487.652,29.9
5314,859.29,673.496,30.3
5315,858.96,817.856,30.6
5316,865.14,909.41,30.8
5317,829.3,935.806,30.9
5318,929,897.617,30.9
5319,881.73,799.632,30.8
5320,866.14,647.912,30.6
5321,838.39,456.743,30.4
5322,869.69,230.723,30
5323,809.18,39.3419,29.7
5324,871.94,0,29.3
5325,842.7,0,29.2
5326,812.32,0,29.1
5327,831.6,0,29
5328,791.62,0,28.9
5329,709.34,0,28.7
5330,640.66,0,28.6
5331,606.71,0,28.6
5332,568.95,0,28.5
5333,587.01,0,28.5
5334,689.67,0,28.7
5335,743.9,77.6051,29.1
5336,836.18,275.222,29.5
5337,873.73,484.554,29.8
5338,882.64,422.381,30
5339,855.01,644.242,30.3
5340,930.4,835.741,30.4
5341,829.33,892.975,30.5
5342,908.29,897.304,30.5
5343,865.76,797.516,30.4
5344,833.16,641.995,30.2
5345,832.81,415.47,30
